,pair_ID,a,b,ambiguous,template
1085,85,Queen Victoria had increased taxes massively on an exploitative collection of factories and businesses that was using government money for their own private interests.,Had Queen Victoria increased taxes massively on an exploitative collection of factories and businesses that was using government money for their own private interests?,True,1_RC_ambig_3
1086,86,Winston Churchill had tried to put regulations on a band of profiteers that was benefiting from the labor of the lower class.,Had Winston Churchill tried to put regulations on a band of profiteers that was benefiting from the labor of the lower class?,True,1_RC_ambig_3
1087,87,Winston Churchill had increased taxes massively on the new group of industries that was benefiting from the labor of the lower class.,Had Winston Churchill increased taxes massively on the new group of industries that was benefiting from the labor of the lower class?,True,1_RC_ambig_3
1088,88,Winston Churchill had increased taxes massively on an exploitative collection of factories and businesses that was benefiting from the labor of the lower class.,Had Winston Churchill increased taxes massively on an exploitative collection of factories and businesses that was benefiting from the labor of the lower class?,True,1_RC_ambig_3
1089,89,President Clinton had threatened to raise taxes on the new group of industries that was using government money for their own private interests.,Had President Clinton threatened to raise taxes on the new group of industries that was using government money for their own private interests?,True,1_RC_ambig_3
1090,90,President Clinton had tried to put regulations on a band of profiteers that was using government money for their own private interests.,Had President Clinton tried to put regulations on a band of profiteers that was using government money for their own private interests?,True,1_RC_ambig_3
1091,91,Queen Victoria had threatened to raise taxes on the new group of industries that was benefiting from the labor of the lower class.,Had Queen Victoria threatened to raise taxes on the new group of industries that was benefiting from the labor of the lower class?,True,1_RC_ambig_3
1092,92,President Clinton had threatened to raise taxes on a band of profiteers that was benefiting from the labor of the lower class.,Had President Clinton threatened to raise taxes on a band of profiteers that was benefiting from the labor of the lower class?,True,1_RC_ambig_3
1093,93,Queen Victoria had threatened to raise taxes on an exploitative collection of factories and businesses that was using government money for their own private interests.,Had Queen Victoria threatened to raise taxes on an exploitative collection of factories and businesses that was using government money for their own private interests?,True,1_RC_ambig_3
1094,94,Queen Victoria had tried to put regulations on the new group of industries that was benefiting from the labor of the lower class.,Had Queen Victoria tried to put regulations on the new group of industries that was benefiting from the labor of the lower class?,True,1_RC_ambig_3
1095,95,Winston Churchill had threatened to raise taxes on a band of profiteers that was using government money for their own private interests.,Had Winston Churchill threatened to raise taxes on a band of profiteers that was using government money for their own private interests?,True,1_RC_ambig_3
1096,96,Queen Victoria had threatened to raise taxes on an exploitative collection of factories and businesses that was benefiting from the labor of the lower class.,Had Queen Victoria threatened to raise taxes on an exploitative collection of factories and businesses that was benefiting from the labor of the lower class?,True,1_RC_ambig_3
1097,97,Winston Churchill had tried to put regulations on an exploitative collection of factories and businesses that was benefiting from the labor of the lower class.,Had Winston Churchill tried to put regulations on an exploitative collection of factories and businesses that was benefiting from the labor of the lower class?,True,1_RC_ambig_3
1098,98,Winston Churchill had threatened to raise taxes on a band of profiteers that was benefiting from the labor of the lower class.,Had Winston Churchill threatened to raise taxes on a band of profiteers that was benefiting from the labor of the lower class?,True,1_RC_ambig_3
1099,99,Winston Churchill had increased taxes massively on an exploitative collection of factories and businesses that was using government money for their own private interests.,Had Winston Churchill increased taxes massively on an exploitative collection of factories and businesses that was using government money for their own private interests?,True,1_RC_ambig_3
1100,100,Spotify is altering a market that has mainly profited from CD sales.,Is spotify altering a market that has mainly profited from CD sales?,True,1_RC_ambig_3
1101,101,Spotify is forever transforming a music production industry that has relied on selling albums.,Is spotify forever transforming a music production industry that has relied on selling albums?,True,1_RC_ambig_3
1102,102,Spotify is altering a music production industry that has relied on selling albums.,Is spotify altering a music production industry that has relied on selling albums?,True,1_RC_ambig_3
1103,103,A small group of streaming startups is changing a market that has mainly profited from CD sales.,Is a small group of streaming startups changing a market that has mainly profited from CD sales?,True,1_RC_ambig_3
1104,104,A small group of streaming startups is forever transforming a market that has mainly profited from CD sales.,Is a small group of streaming startups forever transforming a market that has mainly profited from CD sales?,True,1_RC_ambig_3
1105,105,Spotify is altering a market that has relied on selling albums.,Is spotify altering a market that has relied on selling albums?,True,1_RC_ambig_3
1106,106,One major streaming platform is forever transforming a music production industry that has mainly profited from CD sales.,Is one major streaming platform forever transforming a music production industry that has mainly profited from CD sales?,True,1_RC_ambig_3
1107,107,Spotify is altering a music production industry that has mainly profited from CD sales.,Is spotify altering a music production industry that has mainly profited from CD sales?,True,1_RC_ambig_3
1108,108,One major streaming platform is altering a market that has relied on selling albums.,Is one major streaming platform altering a market that has relied on selling albums?,True,1_RC_ambig_3
1109,109,Spotify is changing a music production industry that has mainly profited from CD sales.,Is spotify changing a music production industry that has mainly profited from CD sales?,True,1_RC_ambig_3
1110,110,A small group of streaming startups is altering a music production industry that has relied on selling albums.,Is a small group of streaming startups altering a music production industry that has relied on selling albums?,True,1_RC_ambig_3
1111,111,One major streaming platform is changing a market that has mainly profited from CD sales.,Is one major streaming platform changing a market that has mainly profited from CD sales?,True,1_RC_ambig_3
1112,112,A small group of streaming startups is forever transforming a music production industry that has mainly profited from CD sales.,Is a small group of streaming startups forever transforming a music production industry that has mainly profited from CD sales?,True,1_RC_ambig_3
1113,113,Spotify is forever transforming a market that has relied on selling albums.,Is spotify forever transforming a market that has relied on selling albums?,True,1_RC_ambig_3
1114,114,Spotify is forever transforming a music production industry that has mainly profited from CD sales.,Is spotify forever transforming a music production industry that has mainly profited from CD sales?,True,1_RC_ambig_3
1115,115,One major streaming platform is altering a market that has mainly profited from CD sales.,Is one major streaming platform altering a market that has mainly profited from CD sales?,True,1_RC_ambig_3
1116,116,One major streaming platform is forever transforming a music production industry that has relied on selling albums.,Is one major streaming platform forever transforming a music production industry that has relied on selling albums?,True,1_RC_ambig_3
1117,117,A small group of streaming startups is forever transforming a music production industry that has relied on selling albums.,Is a small group of streaming startups forever transforming a music production industry that has relied on selling albums?,True,1_RC_ambig_3
1118,118,One major streaming platform is changing a music production industry that has relied on selling albums.,Is one major streaming platform changing a music production industry that has relied on selling albums?,True,1_RC_ambig_3
1119,119,Spotify is changing a market that has relied on selling albums.,Is spotify changing a market that has relied on selling albums?,True,1_RC_ambig_3
1120,120,One major streaming platform is changing a market that has relied on selling albums.,Is one major streaming platform changing a market that has relied on selling albums?,True,1_RC_ambig_3
1121,121,One major streaming platform is changing a music production industry that has mainly profited from CD sales.,Is one major streaming platform changing a music production industry that has mainly profited from CD sales?,True,1_RC_ambig_3
1122,122,Spotify is changing a market that has mainly profited from CD sales.,Is spotify changing a market that has mainly profited from CD sales?,True,1_RC_ambig_3
1123,123,A small group of streaming startups is altering a music production industry that has mainly profited from CD sales.,Is a small group of streaming startups altering a music production industry that has mainly profited from CD sales?,True,1_RC_ambig_3
1124,124,A small group of streaming startups is changing a music production industry that has mainly profited from CD sales.,Is a small group of streaming startups changing a music production industry that has mainly profited from CD sales?,True,1_RC_ambig_3
1125,125,One major streaming platform is altering a music production industry that has relied on selling albums.,Is one major streaming platform altering a music production industry that has relied on selling albums?,True,1_RC_ambig_3
1126,126,A small group of streaming startups is changing a market that has relied on selling albums.,Is a small group of streaming startups changing a market that has relied on selling albums?,True,1_RC_ambig_3
1127,127,A small group of streaming startups is forever transforming a market that has relied on selling albums.,Is a small group of streaming startups forever transforming a market that has relied on selling albums?,True,1_RC_ambig_3
1128,128,A small group of streaming startups is changing a music production industry that has relied on selling albums.,Is a small group of streaming startups changing a music production industry that has relied on selling albums?,True,1_RC_ambig_3
1129,129,Spotify is forever transforming a market that has mainly profited from CD sales.,Is spotify forever transforming a market that has mainly profited from CD sales?,True,1_RC_ambig_3
1130,130,A small group of streaming startups is altering a market that has relied on selling albums.,Is a small group of streaming startups altering a market that has relied on selling albums?,True,1_RC_ambig_3
1131,131,One major streaming platform is forever transforming a market that has relied on selling albums.,Is one major streaming platform forever transforming a market that has relied on selling albums?,True,1_RC_ambig_3
1132,132,One major streaming platform is forever transforming a market that has mainly profited from CD sales.,Is one major streaming platform forever transforming a market that has mainly profited from CD sales?,True,1_RC_ambig_3
1133,133,A small group of streaming startups is altering a market that has mainly profited from CD sales.,Is a small group of streaming startups altering a market that has mainly profited from CD sales?,True,1_RC_ambig_3
1134,134,One major streaming platform is altering a music production industry that has mainly profited from CD sales.,Is one major streaming platform altering a music production industry that has mainly profited from CD sales?,True,1_RC_ambig_3
1135,135,Spotify is changing a music production industry that has relied on selling albums.,Is spotify changing a music production industry that has relied on selling albums?,True,1_RC_ambig_3
1136,136,The movie is about a generation that has experienced hardship during economic stagnation in 1990s.,Is the movie about a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1137,137,The comedy is on the topic of a public that has witnessed drastic changes in power dynamics between the two countries.,Is the comedy on the topic of a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1138,138,The book is on the topic of a public that has experienced hardship during economic stagnation in 1990s.,Is the book on the topic of a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1139,139,The movie is speaking to a generation that has experienced hardship during economic stagnation in 1990s.,Is the movie speaking to a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1140,140,The animation series is on the topic of a public that has experienced hardship during economic stagnation in 1990s.,Is the animation series on the topic of a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1141,141,The movie is speaking to a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the movie speaking to a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1142,142,The book is about a generation that has experienced hardship during economic stagnation in 1990s.,Is the book about a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1143,143,The book is speaking to a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the book speaking to a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1144,144,The comedy is speaking to a generation that has experienced hardship during economic stagnation in 1990s.,Is the comedy speaking to a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1145,145,The movie is speaking to a public that has experienced hardship during economic stagnation in 1990s.,Is the movie speaking to a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1146,146,The animation series is about a generation that has experienced hardship during economic stagnation in 1990s.,Is the animation series about a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1147,147,The comedy is about a public that has witnessed drastic changes in power dynamics between the two countries.,Is the comedy about a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1148,148,The movie is about a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the movie about a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1149,149,The book is about a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the book about a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1150,150,The book is about a public that has witnessed drastic changes in power dynamics between the two countries.,Is the book about a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1151,151,The animation series is speaking to a public that has experienced hardship during economic stagnation in 1990s.,Is the animation series speaking to a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1152,152,The comedy is about a public that has experienced hardship during economic stagnation in 1990s.,Is the comedy about a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1153,153,The book is on the topic of a generation that has experienced hardship during economic stagnation in 1990s.,Is the book on the topic of a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1154,154,The comedy is on the topic of a public that has experienced hardship during economic stagnation in 1990s.,Is the comedy on the topic of a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1155,155,The comedy is about a generation that has experienced hardship during economic stagnation in 1990s.,Is the comedy about a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1156,156,The animation series is about a public that has experienced hardship during economic stagnation in 1990s.,Is the animation series about a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1157,157,The book is speaking to a generation that has experienced hardship during economic stagnation in 1990s.,Is the book speaking to a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1158,158,The movie is on the topic of a public that has witnessed drastic changes in power dynamics between the two countries.,Is the movie on the topic of a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1159,159,The book is speaking to a public that has experienced hardship during economic stagnation in 1990s.,Is the book speaking to a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1160,160,The animation series is about a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the animation series about a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1161,161,The animation series is speaking to a public that has witnessed drastic changes in power dynamics between the two countries.,Is the animation series speaking to a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1162,162,The animation series is on the topic of a generation that has experienced hardship during economic stagnation in 1990s.,Is the animation series on the topic of a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1163,163,The animation series is speaking to a generation that has experienced hardship during economic stagnation in 1990s.,Is the animation series speaking to a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1164,164,The comedy is on the topic of a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the comedy on the topic of a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1165,165,The movie is about a public that has witnessed drastic changes in power dynamics between the two countries.,Is the movie about a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1166,166,The book is on the topic of a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the book on the topic of a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1167,167,The movie is on the topic of a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the movie on the topic of a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1168,168,The comedy is speaking to a public that has experienced hardship during economic stagnation in 1990s.,Is the comedy speaking to a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1169,169,The book is speaking to a public that has witnessed drastic changes in power dynamics between the two countries.,Is the book speaking to a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1170,170,The animation series is on the topic of a public that has witnessed drastic changes in power dynamics between the two countries.,Is the animation series on the topic of a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1171,171,The movie is speaking to a public that has witnessed drastic changes in power dynamics between the two countries.,Is the movie speaking to a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1172,172,The book is about a public that has experienced hardship during economic stagnation in 1990s.,Is the book about a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1173,173,The comedy is speaking to a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the comedy speaking to a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1174,174,The movie is on the topic of a public that has experienced hardship during economic stagnation in 1990s.,Is the movie on the topic of a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1175,175,The book is on the topic of a public that has witnessed drastic changes in power dynamics between the two countries.,Is the book on the topic of a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1176,176,The movie is about a public that has experienced hardship during economic stagnation in 1990s.,Is the movie about a public that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1177,177,The comedy is on the topic of a generation that has experienced hardship during economic stagnation in 1990s.,Is the comedy on the topic of a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1178,178,The comedy is speaking to a public that has witnessed drastic changes in power dynamics between the two countries.,Is the comedy speaking to a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1179,179,The comedy is about a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the comedy about a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1180,180,The animation series is about a public that has witnessed drastic changes in power dynamics between the two countries.,Is the animation series about a public that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1181,181,The animation series is on the topic of a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the animation series on the topic of a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1182,182,The animation series is speaking to a generation that has witnessed drastic changes in power dynamics between the two countries.,Is the animation series speaking to a generation that has witnessed drastic changes in power dynamics between the two countries?,True,1_RC_ambig_3
1183,183,The movie is on the topic of a generation that has experienced hardship during economic stagnation in 1990s.,Is the movie on the topic of a generation that has experienced hardship during economic stagnation in 1990s?,True,1_RC_ambig_3
1184,184,Instructors are holding research talks that are hosted online.,Are instructors holding research talks that are hosted online?,True,1_RC_ambig_3
1185,185,Teachers are holding research talks that are hosted online.,Are teachers holding research talks that are hosted online?,True,1_RC_ambig_3
1186,186,Teachers are giving lab meetings that are hosted online.,Are teachers giving lab meetings that are hosted online?,True,1_RC_ambig_3
1187,187,Professors are holding lab meetings that are hosted online.,Are professors holding lab meetings that are hosted online?,True,1_RC_ambig_3
1188,188,Instructors are holding lab meetings that are hosted online.,Are instructors holding lab meetings that are hosted online?,True,1_RC_ambig_3
1189,189,Professors are giving lab meetings that are recorded and available asynchonously to students.,Are professors giving lab meetings that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1190,190,Teachers are giving research talks that are hosted online.,Are teachers giving research talks that are hosted online?,True,1_RC_ambig_3
1191,191,Instructors are giving research talks that are recorded and available asynchonously to students.,Are instructors giving research talks that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1192,192,Teachers are holding lab meetings that are hosted online.,Are teachers holding lab meetings that are hosted online?,True,1_RC_ambig_3
1193,193,Teachers are holding class lectures that are recorded and available asynchonously to students.,Are teachers holding class lectures that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1194,194,Teachers are holding lab meetings that are recorded and available asynchonously to students.,Are teachers holding lab meetings that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1195,195,Professors are giving class lectures that are hosted online.,Are professors giving class lectures that are hosted online?,True,1_RC_ambig_3
1196,196,Instructors are giving research talks that are hosted online.,Are instructors giving research talks that are hosted online?,True,1_RC_ambig_3
1197,197,Teachers are holding research talks that are recorded and available asynchonously to students.,Are teachers holding research talks that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1198,198,Instructors are holding research talks that are recorded and available asynchonously to students.,Are instructors holding research talks that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1199,199,Teachers are giving research talks that are recorded and available asynchonously to students.,Are teachers giving research talks that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1200,200,Instructors are holding class lectures that are recorded and available asynchonously to students.,Are instructors holding class lectures that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1201,201,Professors are holding lab meetings that are recorded and available asynchonously to students.,Are professors holding lab meetings that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1202,202,Instructors are giving class lectures that are hosted online.,Are instructors giving class lectures that are hosted online?,True,1_RC_ambig_3
1203,203,Professors are giving class lectures that are recorded and available asynchonously to students.,Are professors giving class lectures that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1204,204,Teachers are giving lab meetings that are recorded and available asynchonously to students.,Are teachers giving lab meetings that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1205,205,Instructors are giving lab meetings that are hosted online.,Are instructors giving lab meetings that are hosted online?,True,1_RC_ambig_3
1206,206,Instructors are holding class lectures that are hosted online.,Are instructors holding class lectures that are hosted online?,True,1_RC_ambig_3
1207,207,Teachers are giving class lectures that are hosted online.,Are teachers giving class lectures that are hosted online?,True,1_RC_ambig_3
1208,208,Professors are giving lab meetings that are hosted online.,Are professors giving lab meetings that are hosted online?,True,1_RC_ambig_3
1209,209,Professors are giving research talks that are hosted online.,Are professors giving research talks that are hosted online?,True,1_RC_ambig_3
1210,210,Instructors are holding lab meetings that are recorded and available asynchonously to students.,Are instructors holding lab meetings that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1211,211,Teachers are holding class lectures that are hosted online.,Are teachers holding class lectures that are hosted online?,True,1_RC_ambig_3
1212,212,Teachers are giving class lectures that are recorded and available asynchonously to students.,Are teachers giving class lectures that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1213,213,Professors are holding class lectures that are hosted online.,Are professors holding class lectures that are hosted online?,True,1_RC_ambig_3
1214,214,Instructors are giving lab meetings that are recorded and available asynchonously to students.,Are instructors giving lab meetings that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1215,215,Professors are giving research talks that are recorded and available asynchonously to students.,Are professors giving research talks that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1216,216,Professors are holding research talks that are hosted online.,Are professors holding research talks that are hosted online?,True,1_RC_ambig_3
1217,217,Professors are holding class lectures that are recorded and available asynchonously to students.,Are professors holding class lectures that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1218,218,Professors are holding research talks that are recorded and available asynchonously to students.,Are professors holding research talks that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1219,219,Instructors are giving class lectures that are recorded and available asynchonously to students.,Are instructors giving class lectures that are recorded and available asynchonously to students?,True,1_RC_ambig_3
1220,220,Some communities are beginning to implement strict limitations on large social gatherings that are intended to prevent virus transmission.,Are some communities beginning to implement strict limitations on large social gatherings that are intended to prevent virus transmission?,True,1_RC_ambig_3
1221,221,Some cities are starting to put into place large-scale medical testing that are preventing cross infection.,Are some cities starting to put into place large-scale medical testing that are preventing cross infection?,True,1_RC_ambig_3
1222,222,Some cities are trying out large-scale medical testing that are intended to prevent virus transmission.,Are some cities trying out large-scale medical testing that are intended to prevent virus transmission?,True,1_RC_ambig_3
1223,223,Some cities are beginning to implement curfews that are preventing cross infection.,Are some cities beginning to implement curfews that are preventing cross infection?,True,1_RC_ambig_3
1224,224,Some cities are beginning to implement large-scale medical testing that are intended to prevent virus transmission.,Are some cities beginning to implement large-scale medical testing that are intended to prevent virus transmission?,True,1_RC_ambig_3
1225,225,Some cities are trying out curfews that are preventing cross infection.,Are some cities trying out curfews that are preventing cross infection?,True,1_RC_ambig_3
1226,226,Some cities are trying out large-scale medical testing that are preventing cross infection.,Are some cities trying out large-scale medical testing that are preventing cross infection?,True,1_RC_ambig_3
1227,227,Some communities are starting to put into place curfews that are slowing down spreading of illness.,Are some communities starting to put into place curfews that are slowing down spreading of illness?,True,1_RC_ambig_3
1228,228,Some communities are trying out strict limitations on large social gatherings that are preventing cross infection.,Are some communities trying out strict limitations on large social gatherings that are preventing cross infection?,True,1_RC_ambig_3
1229,229,Some communities are beginning to implement strict limitations on large social gatherings that are slowing down spreading of illness.,Are some communities beginning to implement strict limitations on large social gatherings that are slowing down spreading of illness?,True,1_RC_ambig_3
1230,230,Some communities are starting to put into place strict limitations on large social gatherings that are preventing cross infection.,Are some communities starting to put into place strict limitations on large social gatherings that are preventing cross infection?,True,1_RC_ambig_3
1231,231,Some cities are trying out strict limitations on large social gatherings that are intended to prevent virus transmission.,Are some cities trying out strict limitations on large social gatherings that are intended to prevent virus transmission?,True,1_RC_ambig_3
1232,232,Some communities are starting to put into place strict limitations on large social gatherings that are intended to prevent virus transmission.,Are some communities starting to put into place strict limitations on large social gatherings that are intended to prevent virus transmission?,True,1_RC_ambig_3
1233,233,Some communities are beginning to implement curfews that are preventing cross infection.,Are some communities beginning to implement curfews that are preventing cross infection?,True,1_RC_ambig_3
1234,234,Some communities are beginning to implement curfews that are slowing down spreading of illness.,Are some communities beginning to implement curfews that are slowing down spreading of illness?,True,1_RC_ambig_3
1235,235,Some cities are beginning to implement large-scale medical testing that are slowing down spreading of illness.,Are some cities beginning to implement large-scale medical testing that are slowing down spreading of illness?,True,1_RC_ambig_3
1236,236,Some cities are starting to put into place curfews that are intended to prevent virus transmission.,Are some cities starting to put into place curfews that are intended to prevent virus transmission?,True,1_RC_ambig_3
1237,237,Some communities are beginning to implement large-scale medical testing that are slowing down spreading of illness.,Are some communities beginning to implement large-scale medical testing that are slowing down spreading of illness?,True,1_RC_ambig_3
1238,238,Some communities are starting to put into place large-scale medical testing that are preventing cross infection.,Are some communities starting to put into place large-scale medical testing that are preventing cross infection?,True,1_RC_ambig_3
1239,239,Some communities are trying out strict limitations on large social gatherings that are intended to prevent virus transmission.,Are some communities trying out strict limitations on large social gatherings that are intended to prevent virus transmission?,True,1_RC_ambig_3
1240,240,Some communities are starting to put into place curfews that are preventing cross infection.,Are some communities starting to put into place curfews that are preventing cross infection?,True,1_RC_ambig_3
1241,241,Some communities are beginning to implement large-scale medical testing that are preventing cross infection.,Are some communities beginning to implement large-scale medical testing that are preventing cross infection?,True,1_RC_ambig_3
1242,242,Some communities are starting to put into place strict limitations on large social gatherings that are slowing down spreading of illness.,Are some communities starting to put into place strict limitations on large social gatherings that are slowing down spreading of illness?,True,1_RC_ambig_3
1243,243,Some cities are beginning to implement strict limitations on large social gatherings that are slowing down spreading of illness.,Are some cities beginning to implement strict limitations on large social gatherings that are slowing down spreading of illness?,True,1_RC_ambig_3
1244,244,Some cities are starting to put into place curfews that are preventing cross infection.,Are some cities starting to put into place curfews that are preventing cross infection?,True,1_RC_ambig_3
1245,245,Some cities are beginning to implement strict limitations on large social gatherings that are intended to prevent virus transmission.,Are some cities beginning to implement strict limitations on large social gatherings that are intended to prevent virus transmission?,True,1_RC_ambig_3
1246,246,Some cities are beginning to implement curfews that are slowing down spreading of illness.,Are some cities beginning to implement curfews that are slowing down spreading of illness?,True,1_RC_ambig_3
1247,247,Some cities are trying out curfews that are intended to prevent virus transmission.,Are some cities trying out curfews that are intended to prevent virus transmission?,True,1_RC_ambig_3
1248,248,Some communities are beginning to implement curfews that are intended to prevent virus transmission.,Are some communities beginning to implement curfews that are intended to prevent virus transmission?,True,1_RC_ambig_3
1249,249,Some cities are trying out curfews that are slowing down spreading of illness.,Are some cities trying out curfews that are slowing down spreading of illness?,True,1_RC_ambig_3
1250,250,Some communities are trying out large-scale medical testing that are slowing down spreading of illness.,Are some communities trying out large-scale medical testing that are slowing down spreading of illness?,True,1_RC_ambig_3
1251,251,Some cities are starting to put into place curfews that are slowing down spreading of illness.,Are some cities starting to put into place curfews that are slowing down spreading of illness?,True,1_RC_ambig_3
1252,252,Some cities are starting to put into place large-scale medical testing that are intended to prevent virus transmission.,Are some cities starting to put into place large-scale medical testing that are intended to prevent virus transmission?,True,1_RC_ambig_3
1253,253,Some cities are trying out strict limitations on large social gatherings that are slowing down spreading of illness.,Are some cities trying out strict limitations on large social gatherings that are slowing down spreading of illness?,True,1_RC_ambig_3
1254,254,Some communities are trying out large-scale medical testing that are preventing cross infection.,Are some communities trying out large-scale medical testing that are preventing cross infection?,True,1_RC_ambig_3
1255,255,Some cities are starting to put into place large-scale medical testing that are slowing down spreading of illness.,Are some cities starting to put into place large-scale medical testing that are slowing down spreading of illness?,True,1_RC_ambig_3
1256,256,Some cities are trying out strict limitations on large social gatherings that are preventing cross infection.,Are some cities trying out strict limitations on large social gatherings that are preventing cross infection?,True,1_RC_ambig_3
1257,257,Some cities are trying out large-scale medical testing that are slowing down spreading of illness.,Are some cities trying out large-scale medical testing that are slowing down spreading of illness?,True,1_RC_ambig_3
1258,258,Some communities are starting to put into place curfews that are intended to prevent virus transmission.,Are some communities starting to put into place curfews that are intended to prevent virus transmission?,True,1_RC_ambig_3
1259,259,Some cities are beginning to implement curfews that are intended to prevent virus transmission.,Are some cities beginning to implement curfews that are intended to prevent virus transmission?,True,1_RC_ambig_3
1260,260,Some communities are trying out curfews that are slowing down spreading of illness.,Are some communities trying out curfews that are slowing down spreading of illness?,True,1_RC_ambig_3
1261,261,Some cities are beginning to implement strict limitations on large social gatherings that are preventing cross infection.,Are some cities beginning to implement strict limitations on large social gatherings that are preventing cross infection?,True,1_RC_ambig_3
1262,262,Some communities are starting to put into place large-scale medical testing that are slowing down spreading of illness.,Are some communities starting to put into place large-scale medical testing that are slowing down spreading of illness?,True,1_RC_ambig_3
